===== seg01 | Exhibit header and initial definitions | range s000001–s000049 | score=0.5 =====
Rationale: Introduces key pricing terms (Applicable Margin, Base Rate, Benchmark) and framework definitions necessary to interpret the pricing engine, but contains no actual rates, margins, or formula mechanics.
Summary: Introductory exhibit header, signatories, and the opening of definitions surrounding the term loan framework.
Tags: exhibit, header, definitions

⟦s000001⟧ EXHIBIT 4.
⟦s000002⟧ 1
⟦s000003⟧ Execution Version
⟦s000004⟧ TERM LOAN CREDIT AGREEMENT
⟦s000005⟧ Dated as of December 29, 2023
⟦s000006⟧ among
⟦s000007⟧ LANDS’ END, INC. , as the Borrower,
⟦s000008⟧ BLUE TORCH FINANCE LLC, as Administrative Agent and Collateral Agent,
⟦s000009⟧ and
⟦s000010⟧ The Lenders Party Hereto
⟦s000011⟧ |US-DOCS\146917602.
⟦s000012⟧ 19||
⟦s000013⟧ TABLE OF CONTENTS
⟦s000014⟧ Section: Page
⟦s000015⟧ ```markdown
| Article I Definitions and Accounting Terms | Column 2 | Column 3 |
⟦s000552⟧ (b) any Equity Interests of a Person acquired in such transaction shall be of a Person that becomes a Restricted Subsidiary; provided that the aggregate consideration paid in respect of Persons that do not become Guarantors shall not exceed $10,000,000 in the aggregate for all Permitted Acquisitions (the “ Non-Loan Party Acquisition Sub-Limit ”) less any amounts invested pursuant to the Non-Loan Party Investment Basket;
⟦s000553⟧ (c) no Event of Default then exists or would arise as a result of such transaction;
⟦s000554⟧ (d) the aggregate consideration paid for all Permitted Acquisitions shall not exceed $50,000,000 during the term of this Agreement; and
⟦s000555⟧ (e) after giving effect to such Permitted Acquisition the Total Leverage Ratio of the Borrower and its Restricted Subsidiaries determined on a Pro Forma Basis shall be equal to or less than the applicable Total Leverage Ratio set forth in Section 7.
⟦s000556⟧ 15(a) for the most recently ended Measurement Period (or if no such Measurement Period has occurred, the immediately following Measurement Period).
⟦s000557⟧ “ Permitted Cash Equivalents ” shall mean:
⟦s000558⟧ (a) readily marketable obligations issued or directly and fully guaranteed or insured by the United States of America or any agency or instrumentality thereof having maturities of not more than 360 days from the date of acquisition thereof; provided that the full faith and credit of the United States of America is pledged in support thereof;
⟦s000559⟧ (b) commercial paper issued by any Person organized under the laws of any state of the United States of America and rated at least “Prime-1” (or the then equivalent grade) by Moody’s or at least “A-1” (or the then equivalent grade) by S&P, in each case with maturities of not more than 180 days from the date of acquisition thereof;
⟦s000560⟧ (c) time deposits with, or insured certificates of deposit or bankers’ acceptances of, any commercial bank that (i) (A) is a Lender or (B) is organized under the laws of the United States of America, any state thereof or the District of Columbia or is the principal banking subsidiary of a bank holding company organized under the laws of the United States of America, any state thereof or the District of Columbia, and is a member of the Federal Reserve System, and (ii) has combined capital and surplus of at least $1,000,000,000, in each case with maturities of not more than 180 days from the date of acquisition thereof;
⟦s000561⟧ - 31 -
⟦s000562⟧ (d) fully collateralized repurchase agreements with a term of not more than thirty (30) days for securities described in clause (a) above (without regard to the limitation on maturity contained in such clause) and entered into with a financial institution satisfying the criteria described in clause (c) above or with any primary dealer and having a market value at the time that such repurchase agreement is entered into of not less than 100% of the repurchase obligation of such counterparty entity with whom such repurchase agreement has been entered into;
⟦s000563⟧ (e) Investments, classified in accordance with GAAP as current assets of the Loan Parties, in any money market fund, mutual fund, or other investment companies that are registered under the Investment Company Act of 1940, as amended, which are administered by financial institutions that have the highest rating obtainable from either Moody’s or S&P, and which invest solely in one or more of the types of securities described in clauses (a) through (d) above; and
⟦s000564⟧ (f) in the case of any Foreign Subsidiary, (x) such local currencies in those countries in which such Foreign Subsidiary transacts business from time to time in the ordinary course of business and (y) investments of comparable tenor and credit quality to those described in the foregoing clauses (a) through (e) or the definition of Permitted Cash Equivalents, in each case, customarily utilized in countries in which such Foreign Subsidiary operates for short term cash management purposes.
⟦s000565⟧ “ Permitted Disposition ” means any of the following:
⟦s000566⟧ (a) Dispositions of Inventory in the ordinary course of business;
⟦s000567⟧ (b) sales of Inventory not in the ordinary course of business in connection with Store closings or closings of other locations where Inventory of the Loan Parties is sold at retail at arm’s length;
⟦s000568⟧ (c) non-exclusive licenses of Intellectual Property of a Loan Party or any of its Restricted Subsidiaries in the ordinary course of business, and the lapse or abandonment of intellectual property rights in the ordinary course of business which, in the reasonable good faith determination of Borrower, are not material to the conduct of the business of Borrower and its Restricted Subsidiaries taken as a whole;
⟦s000569⟧ (d) sales, transfers and other dispositions of Investments in joint ventures to the extent required by, or made pursuant to, customary buy/sell arrangements between the joint venture parties set forth in joint venture arrangements and similar binding arrangements;
⟦s000570⟧ (e) Dispositions of equipment and other property (other than Inventory) in the ordinary course of business that is worn, damaged, obsolete or, in the judgment of a Loan Party, no longer useful or necessary in its business or that of any Restricted Subsidiary;
⟦s000571⟧ (f) sales, transfers and other Dispositions among the Loan Parties or by any Restricted Subsidiary to a Loan Party;
⟦s000572⟧ (g) sales, transfers and other Dispositions by any Restricted Subsidiary which is not a Loan Party to another Restricted Subsidiary that is not a Loan Party;
⟦s000573⟧ (h) Dispositions which constitute Restricted Payments that are otherwise permitted hereunder;
⟦s000574⟧ (i) Dispositions permitted pursuant to Section 7.
⟦s000575⟧ 4 hereof;
⟦s000576⟧ - 32 -
⟦s000577⟧ (j) the Disposition of defaulted receivables and the compromise, settlement and collection of receivables in the ordinary course of business or in bankruptcy or other proceedings concerning the other account party thereon and not as part of an accounts receivable financing transaction or factoring arrangement;
⟦s000578⟧ (k) leases, licenses or subleases or sublicenses of any real or personal property (other than Intellectual Property) or grants of easements in relation to real property, in each case, in the ordinary course of business;
⟦s000579⟧ (l) any surrender or waiver of contract rights or the settlement, release, recovery on or surrender of contract, tort or other claims of any kind to the extent that any of the foregoing could not reasonably be expected to have a Material Adverse Effect;
⟦s000580⟧ (m) Dispositions of cash and Permitted Cash Equivalents in the ordinary course of business;
⟦s000581⟧ (n) sales of Inventory determined by the management of the applicable Loan Party not to be saleable in the ordinary course of business of such Loan Party or any of the Loan Parties;
⟦s000582⟧ (o) Dispositions of asset pursuant to condemnation proceedings;
⟦s000583⟧ (p) Other Dispositions, excluding licensing, so long as no Default or Event of Default then exists or would arise as a result of such transaction; provided that (i) such Disposition shall be for fair market value as reasonably determined by the Borrower in good faith, (ii) the Borrower or any of its Restricted Subsidiaries shall receive not less than 75.
⟦s000584⟧ 0 % of such consideration in the form of cash or Permitted Cash Equivalents ( provided , however , that for the purposes of this clause (p)(ii), the following shall be deemed to be cash: (A) the assumption by the transferee of Indebtedness or other liabilities contingent or otherwise of the Borrower or any of its Restricted Subsidiaries (other than Subordinated Debt) and the valid release of the Borrower or such Restricted Subsidiary, by all applicable creditors in writing, from all liability on such Indebtedness or other liability in connection with such Disposition, (B) securities, notes or other obligations received by the Borrower or any of its Restricted Subsidiaries from the transferee that are converted by such Borrower or any of its Restricted Subsidiaries into cash or cash equivalents within 180 days following the closing of such Disposition (which amounts constitute Net Proceeds when received), and (C) Indebtedness of any Restricted Subsidiary that is no longer a Restricted Subsidiary as a result of such Disposition, to the extent that the Borrower and each other Restricted Subsidiary are released from any Guarantee of payment of such Indebtedness in connection with such Disposition) and (iii) the aggregate amount of consideration for such Dispositions during the term of this Agreement shall not exceed $20,000,000;
